,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
untruthful,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,0.0,1.647492963409209e-05
cope,0.0,3.1643992311326623e-06,0.0,2.1183860593937036e-05,3.0033340180359015e-06,9.133910059405209e-06,0.0,0.0,1.2664419963463737e-05,5.185773351766732e-06,0.0,7.018589115730097e-06,0.0,0.0,5.642213595394101e-06,1.0913458290115283e-05,2.049740709446232e-06,2.6281965892375554e-05,5.875597272541037e-06,4.409687491118287e-06
homeopathic,0.0,2.2148206992219794e-05,0.0,0.0,9.009669030782368e-06,2.7398650351625886e-05,7.399544365369809e-06,0.0,3.3767400926688215e-05,5.185773351766732e-06,2.1692884082353154e-05,7.018589115730097e-06,0.0,0.0,8.463173472339651e-06,1.6369637780322385e-05,4.099429710646866e-06,3.9419761514454356e-05,0.0,4.408610897516323e-05
harshly,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,0.0,0.0,0.0,5.144219697148111e-06,1.2637779712118299e-05,0.0,0.0,0.0,2.2130062326712137e-05,0.0,0.0,9.990349773157302e-06,0.0,0.0,1.0746450978820823e-05
compelled,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,2.2259426976641382e-05,0.0,0.0,0.0,6.3189906808271015e-06,0.0,8.552369398256004e-06,0.0,0.0,0.0,1.3298548140410977e-05,4.995237893325461e-06,0.0,0.0,0.0
class,0.0,5.0916466816314486e-06,0.0,0.0,9.66479382449591e-06,0.0,2.381124967955388e-05,0.0,3.056515695074457e-05,8.344119609953515e-06,0.0,1.1293194496211015e-05,0.0,1.4611418400713752e-05,0.0,0.0,2.6382597976511737e-05,0.0,9.454074271351686e-06,2.837915374561447e-05
plenty,0.0,7.711671469526653e-06,0.0,0.0,1.4638037447512223e-05,0.0,0.0,0.0,1.0288305752165997e-05,6.3189906808271015e-06,0.0,0.0,0.0,4.4257651606235786e-05,0.0,1.3298548140410977e-05,0.0,0.0,0.0,1.0746450978820823e-05
transforms,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.687377444914686e-06,0.0,0.0,0.0,0.0,1.0540053677144466e-05,0.0,7.657988014859722e-06,0.0,0.0,0.0
attack,0.0,4.39152732121746e-06,0.0,0.0,4.1680023383855825e-06,3.802362243040412e-05,0.0,0.0,8.788131555967383e-06,2.1588943441182935e-05,0.0,1.9479839600815275e-05,2.733884150836441e-05,0.0,0.0,7.573058282100956e-06,1.9910786675729506e-05,0.0,1.6307621873653746e-05,6.1197281634862645e-06
groceries,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,4.762249935910776e-05,0.0,1.3585749353983083e-05,8.344252749467355e-06,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,0.0,0.0,0.0,0.0
untenable,0.0,1.3935661785275808e-05,0.0,0.0,0.0,4.0224722630664535e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
horrible,0.0,5.865592727968652e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.56504187042856e-05,4.806302489936878e-06,0.0,1.3009794994511703e-05,0.0,0.0,5.2293498958400435e-06,2.0229401193659222e-05,7.598783637354771e-06,4.8716769520847894e-05,1.0891122806256398e-05,0.0
mercy,0.0,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,0.0,0.0,2.5379531044006802e-05,7.884701786492255e-06,0.0,5.728713878624123e-06,0.0,0.0,0.0
formulations,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9419772590764352e-05
circumstance,0.0,1.3935661785275808e-05,0.0,0.0,1.3226348525113494e-05,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alter,0.0,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,0.0,0.0,2.5379531044006802e-05,0.0,1.5251241066880598e-05,5.728713878624123e-06,0.0,0.0,0.0
undemocratic,0.0,2.6531012057782047e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,0.0,0.0,9.808156951318443e-06,5.5057183874944965e-05,0.0,0.0,0.0,1.7185708093091336e-05,0.0,0.0,1.2324406601452229e-05
constituting,0.0,1.182243747932007e-05,0.0,0.0,1.122068552805056e-05,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
doctor,0.0,1.5274345183859384e-05,0.0,0.0,9.66479382449591e-06,0.0,0.0,0.0,1.3585396422403025e-05,0.0,1.1635945537841943e-05,1.1293194496211015e-05,0.0,1.4611418400713752e-05,1.3617589304964328e-05,2.63394109895083e-05,0.0,6.342799477736319e-05,0.0,1.4190346915510914e-05
regulation,0.0,4.39152732121746e-06,0.0,0.0,8.335850617311111e-06,1.2675965529502225e-05,1.0269027032170935e-05,0.0,1.1717356542782846e-05,3.5984442966777546e-06,0.0,9.740340458588628e-06,0.0,1.260229688363097e-05,1.1745122790552303e-05,1.5145607980966925e-05,2.844613359270348e-06,0.0,0.0,0.0
stated,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.545487614038024e-05,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
englishspeaking,0.0,1.0183293363262897e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.3585749353983083e-05,8.344252749467355e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3192297278700371e-05,0.0,3.781492985236418e-05,0.0
aboriginal,0.0,6.73079079768862e-06,0.0,0.0,6.388199305605811e-06,1.9428154693601842e-05,0.0,0.0,0.0,0.0,1.5381883317052502e-05,0.0,0.0,1.931524449005768e-05,0.0,0.0,4.3598720948526405e-06,0.0,1.2497606390451562e-05,9.379563644779963e-06
harming,0.0,1.0183095071112846e-05,0.0,0.0,4.8324862224447475e-06,0.0,1.1906166940899615e-05,0.0,6.792874676991542e-06,1.668770669581038e-05,2.32708555267828e-05,1.1293194496211015e-05,0.0,0.0,9.078550470940825e-06,0.0,9.894098162226967e-06,2.1146084316908887e-05,0.0,0.0
bottomless,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,2.764526352249394e-05,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
corruption,0.0,3.1643992311326623e-06,0.0,0.0,9.009669030782368e-06,1.826679343300823e-05,1.4798414911646088e-05,1.1093002522227744e-05,2.110873747508354e-06,1.2963812847252451e-05,7.231604904221395e-06,1.4036572004820973e-05,0.0,1.8160638620035257e-05,1.1284035411209691e-05,1.0913458290115283e-05,8.198652598746312e-06,0.0,0.0,0.0
nowadays,0.0,1.7596092902153512e-05,0.0,0.0,0.0,1.693079555046853e-05,1.3715941146989545e-05,0.0,3.91275714556823e-06,9.612451602741953e-06,0.0,6.505037973614715e-06,0.0,0.0,0.0,1.0115040244280999e-05,3.799439742388524e-06,0.0,0.0,8.173883568812367e-06
starting,0.0,1.1730957022767042e-05,0.0,0.0,5.567039077286933e-06,1.693079555046853e-05,1.3715941146989545e-05,0.0,7.825412641278801e-06,9.612451602741953e-06,0.0,0.0,0.0,0.0,1.0458518226520846e-05,0.0,7.598783637354771e-06,0.0,1.0891122806256398e-05,0.0
workplace,0.0,3.7523684220129125e-06,0.0,0.0,2.1366282119400268e-05,0.0,1.754807176793231e-05,1.315416587142127e-05,7.509074845050766e-06,9.223846426615637e-06,0.0,1.2483774104601523e-05,0.0,1.0768112643293047e-05,6.690579341984796e-06,6.470847765997953e-06,1.2152376663751687e-05,0.0,0.0,1.045779744601409e-05
looks,0.0,1.6391441160571727e-06,7.101574958310056e-06,1.0973141475419468e-05,1.5557130831610639e-06,4.731323021182278e-06,0.0,5.746123824966474e-06,5.46682997775394e-06,1.3431246954473304e-06,0.0,3.635596589357658e-06,0.0,1.4109901419712184e-05,4.383884581905687e-06,5.653120745979565e-06,1.0617561748455597e-06,6.80751863847001e-06,3.0435321190998765e-06,4.568271348301187e-06
named,0.0,2.2005730842582965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
housing,0.0,3.7523684220129125e-06,1.6257097444378013e-05,0.0,7.122620523363509e-06,0.0,1.754807176793231e-05,0.0,2.5027973897880302e-05,1.8446809892750333e-05,8.575291516981302e-06,0.0,0.0,0.0,1.003569479324441e-05,6.470847765997953e-06,9.722023950681468e-06,0.0,6.967327462678137e-06,1.5686270532378616e-05
complicated,0.0,5.865592727968652e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.825412641278801e-06,4.806302489936878e-06,2.6808097553966625e-05,1.3009794994511703e-05,0.0,0.0,1.5687505004583135e-05,2.0229401193659222e-05,3.799439742388524e-06,0.0,0.0,8.173883568812367e-06
welfare,0.0,3.1643992311326623e-06,0.0,0.0,0.0,0.0,7.399544365369809e-06,0.0,1.0553820380327174e-05,5.185773351766732e-06,0.0,7.018589115730097e-06,1.9699526547666487e-05,9.080826703820173e-06,1.1284035411209691e-05,5.45691237975938e-06,8.198652598746312e-06,1.3142045616655468e-05,5.875597272541037e-06,4.409687491118287e-06
minimum,0.0,7.711671469526653e-06,0.0,0.0,1.4638037447512223e-05,0.0,1.8032761039919105e-05,0.0,5.144219697148111e-06,6.3189906808271015e-06,0.0,1.710436941950988e-05,0.0,0.0,0.0,0.0,1.4985335645853177e-05,0.0,0.0,0.0
payday,0.0,3.928966167189908e-05,0.0,0.0,1.7404744435955264e-05,0.0,0.00011019341768914821,1.8368072867089442e-05,7.860330364697454e-05,6.4403873925864765e-06,5.987545414281596e-06,3.776366720282398e-05,0.0,1.5036447639215266e-05,6.0705231894971164e-05,6.774048146417541e-05,4.24152104500155e-05,0.0,1.945714155510042e-05,7.3019718358694236e-06
avoid,0.0,1.2656857545306354e-05,0.0,0.0,6.00655702557334e-06,9.133910059405209e-06,7.399544365369809e-06,2.218449074472321e-05,1.4774964722289914e-05,1.8148758884422445e-05,0.0,1.754533614707668e-05,0.0,0.0,1.1284035411209691e-05,1.0913458290115283e-05,1.4347099184266916e-05,0.0,5.875597272541037e-06,1.3228344562544403e-05
hands,0.0,5.865592727968652e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.56504187042856e-05,5.286089326182055e-05,4.0210357109893756e-05,2.6018466275387167e-05,0.0,3.3662917364196404e-05,2.0916310242700068e-05,4.045608557278641e-05,2.2795200839705717e-05,0.0,0.0,0.0
advanced,0.0,8.844015103644362e-06,3.831660412022371e-05,0.0,2.5180656158406075e-05,0.0,0.0,0.0,1.7698254508921563e-05,7.246839967425782e-06,0.0,0.0,0.0,0.0,0.0,1.5251241066880598e-05,0.0,0.0,0.0,0.0
blockading,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,2.2259426976641382e-05,0.0,0.0,0.0,1.2637779712118299e-05,0.0,8.552369398256004e-06,0.0,2.2130062326712137e-05,0.0,0.0,9.990349773157302e-06,0.0,0.0,0.0
undue,0.0,7.711671469526653e-06,3.341073701709484e-05,5.16252727372267e-05,0.0,0.0,0.0,0.0,5.144219697148111e-06,6.3189906808271015e-06,0.0,0.0,0.0,0.0,0.0,0.0,4.995237893325461e-06,3.2027292016786284e-05,0.0,0.0
bombarded,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3111275929022171e-05,7.35989374193566e-05,0.0,1.0540053677144466e-05,0.0,0.0,0.0,0.0,0.0
stamina,0.0,1.6914084160951518e-05,0.0,0.0,1.6053171750495306e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allowrd,0.0,2.2005730842582965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unsolicited,0.0,2.787078085175934e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.859186427640873e-05,0.0,0.0,0.0,0.0001734880129908001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
persecuted,0.0,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,0.0,0.0,0.0,7.884701786492255e-06,0.0,5.728713878624123e-06,0.0,1.6421401734029825e-05,0.0
connects,0.0,5.865592727968652e-06,5.082095262005669e-05,3.926682114810864e-05,5.567039077286933e-06,0.0,0.0,2.056220791787607e-05,1.56504187042856e-05,4.806302489936878e-06,0.0,0.0,0.0,0.0,1.5687505004583135e-05,1.0115040244280999e-05,0.0,0.0,0.0,0.0
breats,0.0,1.0183293363262897e-05,4.411901335169139e-05,6.81713814338497e-05,0.0,0.0,0.0,0.0,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,0.0,0.0,0.0,0.0
regulate,0.0,1.3461319467413095e-05,2.916108163415575e-05,0.0,6.388199305605811e-06,3.885412558963432e-05,0.0,0.0,4.4899042620883764e-06,1.6545225219183972e-05,0.0,2.239270306474887e-05,0.0,0.0,0.0,0.0,2.1798260676798845e-05,0.0,0.0,0.0
tyrannical,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2837568286050313e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.8053431879907692e-05,0.0,0.0,0.0
send,0.0,2.6200247878952043e-06,0.0,0.0,4.9732436230163135e-06,2.2685235911411456e-05,0.0,1.8368072867089442e-05,1.7477382399089804e-06,8.587046181715547e-06,5.987545414281596e-06,2.9056502091942082e-06,0.0,1.5036447639215266e-05,2.335829810744975e-06,9.03600625371398e-06,8.485181759894652e-06,0.0,4.864812993977621e-06,7.3019718358694236e-06
th,0.0,7.711671469526653e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,1.2637779712118299e-05,0.0,8.552369398256004e-06,0.0,0.0,6.875183850326363e-06,0.0,4.995237893325461e-06,0.0,0.0,1.0746450978820823e-05
directing,0.0,7.711671469526653e-06,0.0,0.0,0.0,0.0,1.8032761039919105e-05,0.0,5.144219697148111e-06,6.3189906808271015e-06,0.0,0.0,0.0,0.0,6.875183850326363e-06,2.6596203191348466e-05,4.995237893325461e-06,0.0,0.0,0.0
accessing,0.0,1.0183293363262897e-05,0.0,0.0,9.664972444889495e-06,0.0,0.0,0.0,0.0,8.344252749467355e-06,0.0,0.0,0.0,0.0,0.0,1.7560786601765285e-05,6.596231840014161e-06,0.0,0.0,0.0
sudan,0.0,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44934486760968e-05,0.0,9.808156951318443e-06,0.0,0.0,0.0,1.5251241066880598e-05,1.145728324055751e-05,0.0,1.6421401734029825e-05,0.0
differentiate,0.0,7.711671469526653e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,0.0,1.7623490952123536e-05,8.552369398256004e-06,4.8007936339450354e-05,0.0,6.875183850326363e-06,0.0,0.0,0.0,0.0,1.0746450978820823e-05
salads,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.403163436776324e-05,0.0,0.0,0.0,0.0
telemarkerting,0.0,1.182243747932007e-05,0.0,0.0,1.122068552805056e-05,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,0.0,0.0
affords,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,2.764526352249394e-05,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
dint,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,3.258676927564136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.026829798631203e-06,0.0,0.0,0.0
threat,0.0,6.3394260282308485e-06,0.0,0.0,6.016766594160441e-06,2.4394831875422724e-05,0.0,7.408042046454795e-06,5.638448957865901e-06,2.423721737668835e-05,4.82935373777074e-06,1.4060083141061697e-05,1.315558350121591e-05,0.0,3.767938884536049e-06,7.288140223839826e-06,1.9160643249831936e-05,2.6324996336668375e-05,3.92379534357826e-06,2.9448429566722635e-06
democrats,0.0,2.0366190142225693e-05,0.0,0.0,0.0,2.9393663344839132e-05,0.0,0.0,0.0,8.344252749467355e-06,0.0,0.0,0.0,0.0,9.078708079162776e-06,0.0,6.596231840014161e-06,0.0,0.0,0.0
vulnerable,0.0,6.3394260282308485e-06,9.155522486067955e-06,0.0,1.0027573698390024e-05,6.099736264643123e-06,0.0,1.481507282512477e-05,2.39593626159276e-05,2.423721737668835e-05,9.658277683915192e-06,1.8745968016812363e-05,2.6307978156551383e-05,0.0,2.448692699480276e-05,2.1861484536237226e-05,2.873842818247104e-05,8.77641795442944e-06,0.0,5.889526097712903e-06
desperate,0.0,3.7523684220129125e-06,0.0,0.0,1.0683733339106638e-05,0.0,8.774435393842127e-06,0.0,2.2525469052988817e-05,6.149329066143284e-06,0.0,2.0805391640904536e-05,0.0,1.0768112643293047e-05,1.003569479324441e-05,2.588078392448307e-05,1.4582668073167845e-05,0.0,1.3934151123500487e-05,5.2290406121401016e-06
disconnected,0.0,1.3935661785275808e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.296052889687e-06,0.0,0.0,0.0,0.0,0.0,1.2424055826073643e-05,0.0,0.0,0.0,0.0,0.0
ocations,0.0,1.182243747932007e-05,0.0,7.914452290926916e-05,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.647492963409209e-05
palestinian,0.0,1.5423042611082456e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.144219697148111e-06,2.5274752877525923e-05,0.0,0.0,4.8007936339450354e-05,0.0,1.375012899146794e-05,0.0,1.998019551777026e-05,0.0,1.4318887265329305e-05,0.0
accuses,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,4.144430560047727e-05,0.0,0.0,0.0,1.3111275929022171e-05,0.0,0.0,0.0,2.0387441889480194e-05,0.0,0.0,0.0,0.0
tremendous,0.0,8.782883616154235e-06,0.0,2.9398788133897228e-05,8.335850617311111e-06,2.5350506232861704e-05,1.0269027032170935e-05,0.0,5.858830472513503e-06,3.5984442966777546e-06,0.0,0.0,0.0,0.0,7.83021779064483e-06,0.0,2.844613359270348e-06,0.0,8.154105745247228e-06,6.1197281634862645e-06
score,0.0,1.1730957022767042e-05,2.5412619930445974e-05,0.0,5.567039077286933e-06,0.0,0.0,0.0,7.825412641278801e-06,4.806302489936878e-06,0.0,0.0,0.0,1.6832399197242168e-05,5.2293498958400435e-06,0.0,3.799439742388524e-06,0.0,1.0891122806256398e-05,0.0
females,0.0,3.7523684220129125e-06,0.0,0.0,3.5613760802239982e-06,0.0,8.774435393842127e-06,0.0,5.006114922425647e-06,1.537258683364787e-05,1.714981987005143e-05,8.32269579193468e-06,0.0,1.0768112643293047e-05,6.690579341984796e-06,0.0,9.722023950681468e-06,0.0,6.967327462678137e-06,5.2290406121401016e-06
grown,0.0,4.39152732121746e-06,0.0,0.0,4.1680023383855825e-06,0.0,0.0,3.0787454457153335e-05,5.858830472513503e-06,7.196773760993973e-06,0.0,0.0,0.0,2.5203185453339618e-05,7.83021779064483e-06,7.573058282100956e-06,8.533624800593002e-06,1.8238423209820677e-05,0.0,6.1197281634862645e-06
ancient,0.0,1.1730957022767042e-05,2.5412619930445974e-05,3.926682114810864e-05,0.0,0.0,0.0,0.0,3.91275714556823e-06,0.0,2.6808097553966625e-05,6.505037973614715e-06,0.0,0.0,5.2293498958400435e-06,0.0,0.0,4.8716769520847894e-05,1.0891122806256398e-05,0.0
wahe,0.0,1.6914084160951518e-05,0.0,0.0,0.0,0.0,3.9551430463393556e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doent,0.0,1.6914084160951518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3859503819648362e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
humiliating,0.0,8.844015103644362e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,9.808156951318443e-06,0.0,0.0,0.0,1.5251241066880598e-05,5.728713878624123e-06,0.0,0.0,0.0
sufficiently,0.0,1.0183293363262897e-05,0.0,0.0,0.0,2.9393663344839132e-05,0.0,0.0,0.0,0.0,0.0,1.1293438378123595e-05,0.0,0.0,9.078708079162776e-06,0.0,0.0,0.0,0.0,1.4190731978624252e-05
seeks,0.0,8.844015103644362e-06,0.0,0.0,8.393862302668747e-06,0.0,4.135932144748619e-05,0.0,5.8995714324478695e-06,7.246839967425782e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.728713878624123e-06,0.0,0.0,0.0
reluctant,0.0,6.73079079768862e-06,0.0,0.0,6.388199305605811e-06,1.9428154693601842e-05,0.0,0.0,4.4899042620883764e-06,0.0,0.0,7.464556739960373e-06,0.0,0.0,6.000699637563077e-06,1.1607048588597551e-05,8.719634204410058e-06,0.0,0.0,0.0
contact,0.0,5.0916466816314486e-06,2.2059506675845696e-05,6.816249685389618e-05,0.0,0.0,0.0,3.569574520583557e-05,1.3585396422403025e-05,0.0,1.1635945537841943e-05,1.1293194496211015e-05,6.338699081953633e-05,0.0,1.8156470552652877e-05,8.780393300882643e-06,0.0,0.0,0.0,0.0
organizational,0.0,1.0183293363262897e-05,0.0,0.0,1.932958764899182e-05,0.0,2.381233388179923e-05,0.0,6.792962914478262e-06,8.344252749467355e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
permitted,0.0,1.182243747932007e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.886385719327508e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.657988014859722e-06,0.0,2.1951680661803248e-05,0.0
blaming,0.0,1.0183293363262897e-05,0.0,0.0,9.664972444889495e-06,2.9393663344839132e-05,0.0,0.0,0.0,0.0,0.0,1.1293438378123595e-05,0.0,0.0,0.0,1.7560786601765285e-05,0.0,0.0,0.0,0.0
douyin,0.0,2.2005730842582965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decentralized,0.0,8.844015103644362e-06,0.0,5.920567202868891e-05,0.0,2.552789095824497e-05,0.0,3.1003256759176665e-05,5.8995714324478695e-06,0.0,0.0,0.0,0.0,0.0,7.884701786492255e-06,0.0,0.0,0.0,0.0,0.0
commission,0.0,5.865592727968652e-06,0.0,0.0,5.567039077286933e-06,0.0,0.0,0.0,3.91275714556823e-06,4.806302489936878e-06,0.0,6.505037973614715e-06,0.0,1.6832399197242168e-05,1.5687505004583135e-05,0.0,3.799439742388524e-06,0.0,0.0,8.173883568812367e-06
injured,0.0,1.6914084160951518e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.1282867176566638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hope,0.0,1.8984547034732284e-05,1.3709726995794853e-05,0.0,6.00655702557334e-06,0.0,7.399544365369809e-06,1.1093002522227744e-05,1.899588977831322e-05,2.5929280482135343e-06,1.4462566226837214e-05,0.0,0.0,0.0,2.256650392171155e-05,1.0913458290115283e-05,4.099429710646866e-06,1.3142045616655468e-05,0.0,4.409687491118287e-06
repay,0.0,5.0916466816314486e-06,0.0,0.0,9.66479382449591e-06,0.0,1.1906166940899615e-05,1.7849090887755395e-05,1.0189179663870797e-05,4.1721263747336775e-06,0.0,5.6467191890617975e-06,0.0,1.4611418400713752e-05,0.0,1.7560196937634486e-05,3.2981159200070803e-06,0.0,0.0,0.0
planning,0.0,7.711671469526653e-06,0.0,0.0,7.319153990584234e-06,0.0,0.0,0.0,5.144219697148111e-06,6.3189906808271015e-06,0.0,0.0,0.0,2.2130062326712137e-05,1.375012899146794e-05,0.0,9.990349773157302e-06,0.0,0.0,0.0
simpler,0.0,8.782883616154235e-06,0.0,2.9398788133897228e-05,1.2503544848114917e-05,0.0,0.0,0.0,8.788131555967383e-06,3.5984442966777546e-06,0.0,0.0,2.733884150836441e-05,1.260229688363097e-05,1.1745122790552303e-05,0.0,8.533624800593002e-06,0.0,8.154105745247228e-06,6.1197281634862645e-06
introducing,0.0,3.7523684220129125e-06,0.0,0.0,3.5613760802239982e-06,2.1660901119900235e-05,8.774435393842127e-06,0.0,7.509074845050766e-06,3.074713592692104e-06,8.575291516981302e-06,0.0,2.3359846829317408e-05,1.0768112643293047e-05,3.345347746910866e-06,0.0,4.861134601207322e-06,0.0,0.0,1.045779744601409e-05
obtain,0.0,8.782883616154235e-06,1.9026246775731696e-05,2.9398788133897228e-05,1.2503544848114917e-05,0.0,3.080427590495717e-05,0.0,1.1717356542782846e-05,7.196773760993973e-06,0.0,4.870275402939424e-06,0.0,0.0,1.5659891872801175e-05,0.0,2.844613359270348e-06,1.8238423209820677e-05,0.0,0.0
cheaper,0.0,1.756508318044146e-05,0.0,0.0,8.335850617311111e-06,0.0,3.080427590495717e-05,0.0,2.636234016604737e-05,1.0794988400277404e-05,1.0035962024226343e-05,4.870275402939424e-06,0.0,0.0,1.1745122790552303e-05,7.573058282100956e-06,8.533624800593002e-06,0.0,0.0,6.1197281634862645e-06
strain,0.0,8.782883616154235e-06,0.0,0.0,8.335850617311111e-06,0.0,4.107049808611167e-05,0.0,1.1717356542782846e-05,1.0794988400277404e-05,0.0,0.0,2.733884150836441e-05,0.0,7.83021779064483e-06,1.5145607980966925e-05,8.533624800593002e-06,0.0,8.154105745247228e-06,6.1197281634862645e-06
despite,0.0,5.865592727968652e-06,0.0,0.0,1.1133872383327905e-05,0.0,1.3715941146989545e-05,0.0,1.1737966492446552e-05,0.0,0.0,6.505037973614715e-06,3.6515430330533325e-05,0.0,5.2293498958400435e-06,0.0,7.598783637354771e-06,0.0,0.0,1.6347323543726995e-05
ease,0.0,1.7687685780646495e-05,0.0,0.0,8.393862302668747e-06,0.0,2.0680602334741744e-05,0.0,1.179898959941719e-05,0.0,0.0,0.0,0.0,0.0,2.365328409820874e-05,0.0,0.0,0.0,0.0,1.2324406601452229e-05
affects,0.0,5.865592727968652e-06,0.0,0.0,1.1133872383327905e-05,0.0,0.0,0.0,1.956276928210996e-05,0.0,0.0,6.505037973614715e-06,0.0,1.6832399197242168e-05,1.0458518226520846e-05,1.0115040244280999e-05,3.799439742388524e-06,0.0,1.0891122806256398e-05,0.0
hanging,0.0,1.0183293363262897e-05,4.411901335169139e-05,0.0,0.0,0.0,0.0,3.569818177551079e-05,6.792962914478262e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.596231840014161e-06,0.0,0.0,0.0
